,Unnamed: 0,YEAR,State_code,State,TopicType,Type of smoking,MeasureDesc,DataSource,Response,Data_Value_Unit,Data_Value_Type,pct of young people,Data_Value_Footnote_Symbol,Data_Value_Footnote,Data_Value_Std_Err,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Gender,Race,Age,Education,GeoLocation,TopicTypeId,TopicId,MeasureId,StratificationID1,StratificationID2,StratificationID3,StratificationID4,SubMeasureID,DisplayOrder,Period
83,83,2008,WI,Wisconsin,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,1.5,,,0.5,0.6,2.4,734.0,Female,All Races,All Ages,Middle School,"(44.393191174, -89.816370742)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS09,9,2.0
84,84,2002,MS,Mississippi,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,10.8,,,1.8,7.3,14.3,1060.0,Male,All Races,All Ages,High School,"(32.745510099, -89.538030825)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS09,9,1.0
85,85,2009,NH,New Hampshire,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Ever,%,Percentage,14.8,,,1.4,12.1,17.5,1481.0,Overall,All Races,All Ages,High School,"(43.655950113, -71.50036092)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS11,11,2.0
86,86,2004,WI,Wisconsin,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Current,%,Percentage,2.6,,,0.7,1.3,3.9,737.0,Female,All Races,All Ages,High School,"(44.393191174, -89.816370742)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS10,10,1.0
87,87,2005,WV,West Virginia,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Current,%,Percentage,28.9,,,2.8,23.5,34.3,653.0,Female,All Races,All Ages,High School,"(38.665510202, -80.712640135)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7,2.0
88,88,2011,WV,West Virginia,Tobacco Use – Survey Data,Cessation,Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,39.2,,,5.3,28.9,49.5,64.0,Male,All Races,All Ages,Middle School,"(38.665510202, -80.712640135)",BEH,105BEH,170CES,2GEN,8AGE,6RAC,1EDU,YTS02,2,3.0
89,89,2000,MD,Maryland,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Frequent,%,Percentage,0.2,,,0.1,0.1,0.4,11015.0,Female,All Races,All Ages,Middle School,"(39.290580964, -76.609260111)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS12,12,1.0
90,90,2005,WV,West Virginia,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Frequent,%,Percentage,0.9,,,0.5,0.0,2.0,653.0,Female,All Races,All Ages,High School,"(38.665510202, -80.712640135)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS12,12,2.0
91,91,2012,DE,Delaware,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Current,%,Percentage,4.4,,,0.5,3.5,5.3,2221.0,Overall,All Races,All Ages,High School,"(39.008830667, -75.577741168)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS10,10,3.0
92,92,2015,HI,Hawaii,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Current,%,Percentage,7.4,,,0.9,5.6,9.1,1820.0,Overall,All Races,All Ages,High School,"(21.304850435, -157.857749403)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7,3.0
93,93,2007,MO,Missouri,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Frequent,%,Percentage,2.5,,,0.7,1.1,3.9,1308.0,Overall,All Races,All Ages,High School,"(38.635790776, -92.566300053)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS12,12,2.0
94,94,1999,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,2.2,,,0.4,1.5,2.9,8371.0,Overall,All Races,All Ages,Middle School,"(40.130570048, -74.273691288)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS09,9,1.0
95,95,2002,MS,Mississippi,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Current,%,Percentage,23.3,,,1.6,20.2,26.5,2261.0,Overall,All Races,All Ages,High School,"(32.745510099, -89.538030825)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7,1.0
96,96,2010,MS,Mississippi,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Current,%,Percentage,21.5,,,1.5,18.5,24.5,800.0,Male,All Races,All Ages,High School,"(32.745510099, -89.538030825)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7,2.0
97,97,2016,WI,Wisconsin,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Frequent,%,Percentage,0.2,,,0.1,0.0,0.4,1589.0,Overall,All Races,All Ages,Middle School,"(44.393191174, -89.816370742)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS12,12,3.0
98,98,2003,MS,Mississippi,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Current,%,Percentage,6.4,,,0.5,5.4,7.4,11754.0,Overall,All Races,All Ages,Middle School,"(32.745510099, -89.538030825)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS10,10,1.0
99,99,2003,AZ,Arizona,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Frequent,%,Percentage,0.1,,,0.1,0.0,0.4,1047.0,Female,All Races,All Ages,Middle School,"(34.86597028, -111.763811277)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS12,12,1.0
100,100,2002,CT,Connecticut,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Frequent,%,Percentage,0.2,,,0.1,0.0,0.5,1575.0,Female,All Races,All Ages,High School,"(41.56266102, -72.649840952)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS12,12,1.0
101,101,2012,AL,Alabama,Tobacco Use – Survey Data,Cessation,Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,65.1,,,4.0,57.3,72.9,141.0,Male,All Races,All Ages,High School,"(32.840571122, -86.631860762)",BEH,105BEH,169QUA,2GEN,8AGE,6RAC,2EDU,YTS05,5,3.0
102,102,2004,NC,North Carolina,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Frequent,%,Percentage,1.0,,,0.2,0.6,1.4,1538.0,Male,All Races,All Ages,Middle School,"(35.466220975, -79.159250463)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS12,12,1.0
103,103,2004,AL,Alabama,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Ever,%,Percentage,24.3,,,2.8,18.8,29.9,676.0,Male,All Races,All Ages,Middle School,"(32.840571122, -86.631860762)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS11,11,1.0
104,104,2009,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Ever,%,Percentage,9.8,,,1.2,7.5,12.1,871.0,Female,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS11,11,2.0
105,105,2002,MD,Maryland,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,8.3,,,0.2,7.8,8.7,36794.0,Overall,All Races,All Ages,High School,"(39.290580964, -76.609260111)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS09,9,1.0
106,106,2001,ME,Maine,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,2.0,,,0.4,1.3,2.7,6205.0,Female,All Races,All Ages,Middle School,"(45.254228894001, -68.985031336)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS09,9,1.0
107,107,2013,WV,West Virginia,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Ever,%,Percentage,49.3,,,2.8,43.8,54.8,833.0,Male,All Races,All Ages,High School,"(38.665510202, -80.712640135)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS08,8,3.0
108,108,2013,LA,Louisiana,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,1.4,,,0.3,0.8,2.0,1980.0,Overall,All Races,All Ages,Middle School,"(31.312660644, -92.445680071)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS09,9,3.0
109,109,2006,IL,Illinois,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Current,%,Percentage,4.8,,,3.1,0.0,10.9,625.0,Female,All Races,All Ages,Middle School,"(40.485010283, -88.997710178)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS10,10,2.0
110,110,2003,AZ,Arizona,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Current,%,Percentage,1.8,,,0.5,0.8,2.8,813.0,Female,All Races,All Ages,High School,"(34.86597028, -111.763811277)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS10,10,1.0
111,111,2003,MS,Mississippi,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Ever,%,Percentage,14.1,,,0.9,12.4,15.8,11746.0,Overall,All Races,All Ages,Middle School,"(32.745510099, -89.538030825)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS11,11,1.0
112,112,2000,KY,Kentucky,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Frequent,%,Percentage,4.9,,,0.9,3.2,6.6,1284.0,Overall,All Races,All Ages,High School,"(37.645970271, -84.774971048)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS12,12,1.0
113,113,2008,PA,Pennsylvania,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Ever,%,Percentage,7.7,,,0.9,6.0,9.4,2336.0,Overall,All Races,All Ages,Middle School,"(40.793730152, -77.860700294)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS11,11,2.0
114,114,2003,UT,Utah,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Ever,%,Percentage,6.1,,,0.7,4.8,7.4,1311.0,Male,All Races,All Ages,Middle School,"(39.360700171, -111.587130635)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS11,11,1.0
115,115,2011,SC,South Carolina,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Current,%,Percentage,8.9,,,1.8,5.3,12.5,755.0,Male,All Races,All Ages,Middle School,"(33.998821303, -81.045371207)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS10,10,3.0
116,116,2011,CT,Connecticut,Tobacco Use – Survey Data,Cessation,Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,41.8,,,4.9,32.1,51.5,131.0,Male,All Races,All Ages,High School,"(41.56266102, -72.649840952)",BEH,105BEH,170CES,2GEN,8AGE,6RAC,2EDU,YTS02,2,3.0
117,117,2000,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Ever,%,Percentage,25.6,,,2.6,20.5,30.6,1569.0,Overall,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS11,11,1.0
118,118,2002,NE,Nebraska,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Frequent,%,Percentage,0.4,,,0.2,0.1,0.8,2796.0,Overall,All Races,All Ages,Middle School,"(41.641040988001, -99.365720623)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS12,12,1.0
119,119,2000,NE,Nebraska,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Ever,%,Percentage,39.3,,,2.1,35.3,43.4,1549.0,Male,All Races,All Ages,High School,"(41.641040988001, -99.365720623)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS11,11,1.0
120,120,2005,CT,Connecticut,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Frequent,%,Percentage,0.4,,,0.2,0.0,0.7,1062.0,Male,All Races,All Ages,Middle School,"(41.56266102, -72.649840952)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS12,12,2.0
121,121,2002,DE,Delaware,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Ever,%,Percentage,14.0,,,1.5,11.1,17.0,2455.0,Overall,All Races,All Ages,High School,"(39.008830667, -75.577741168)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS11,11,1.0
122,122,2010,OH,Ohio,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Current,%,Percentage,5.5,,,0.9,3.7,7.3,773.0,Male,All Races,All Ages,Middle School,"(40.060210141, -82.404260056)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS10,10,2.0
123,123,2012,DE,Delaware,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,5.5,,,0.8,3.9,7.1,1057.0,Male,All Races,All Ages,High School,"(39.008830667, -75.577741168)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS09,9,3.0
124,124,2000,TX,Texas,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Ever,%,Percentage,42.3,,,2.5,37.4,47.2,1029.0,Female,All Races,All Ages,Middle School,"(31.827240407, -99.426770206)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS08,8,1.0
125,125,2016,WI,Wisconsin,Tobacco Use – Survey Data,Cessation,Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Male,All Races,All Ages,Middle School,"(44.393191174, -89.816370742)",BEH,105BEH,169QUA,2GEN,8AGE,6RAC,1EDU,YTS05,5,3.0
126,126,2007,CT,Connecticut,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Ever,%,Percentage,4.3,,,1.0,2.3,6.3,959.0,Female,All Races,All Ages,High School,"(41.56266102, -72.649840952)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS11,11,2.0
127,127,2004,NJ,New Jersey,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Frequent,%,Percentage,0.3,,,0.2,0.0,0.8,1194.0,Female,All Races,All Ages,High School,"(40.130570048, -74.273691288)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS12,12,1.0
128,128,2002,FL,Florida,Tobacco Use – Survey Data,Cessation,Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,59.7,,,1.8,56.1,63.3,739.0,Female,All Races,All Ages,Middle School,"(28.932040377, -81.928960539)",BEH,105BEH,169QUA,3GEN,8AGE,6RAC,1EDU,YTS06,6,1.0
129,129,2014,MN,Minnesota,Tobacco Use – Survey Data,Cessation,Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Female,All Races,All Ages,Middle School,"(46.355648736, -94.794200503)",BEH,105BEH,169QUA,3GEN,8AGE,6RAC,1EDU,YTS06,6,3.0
130,130,1999,GA,Georgia,Tobacco Use – Survey Data,Cessation,Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,47.3,,,7.3,33.0,61.6,79.0,Male,All Races,All Ages,Middle School,"(32.839681093, -83.627580346)",BEH,105BEH,169QUA,2GEN,8AGE,6RAC,1EDU,YTS05,5,1.0
131,131,2011,ND,North Dakota,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Frequent,%,Percentage,1.3,,,0.5,0.4,2.2,986.0,Male,All Races,All Ages,Middle School,"(47.475319779, -100.118421049)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS12,12,3.0
132,132,2010,DE,Delaware,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Ever,%,Percentage,1.9,,,0.4,1.1,2.7,1082.0,Female,All Races,All Ages,Middle School,"(39.008830667, -75.577741168)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS11,11,2.0
133,133,2004,VT,Vermont,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Current,%,Percentage,6.3,,,1.1,4.1,8.5,1423.0,Overall,All Races,All Ages,High School,"(43.625381239, -72.517640791)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS10,10,1.0
134,134,2008,IA,Iowa,Tobacco Use – Survey Data,Cessation,Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,All Races,All Ages,Middle School,"(42.469400913, -93.816490556)",BEH,105BEH,170CES,1GEN,8AGE,6RAC,1EDU,YTS01,1,2.0
135,135,2000,AL,Alabama,Tobacco Use – Survey Data,Cessation,Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,63.9,,,5.2,53.7,74.2,172.0,Female,All Races,All Ages,High School,"(32.840571122, -86.631860762)",BEH,105BEH,170CES,3GEN,8AGE,6RAC,2EDU,YTS03,3,1.0
136,136,2016,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Frequent,%,Percentage,0.4,,,0.3,0.0,1.1,1273.0,Female,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS12,12,3.0
137,137,2001,RI,Rhode Island,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Current,%,Percentage,3.8,,,0.7,2.5,5.1,1531.0,Overall,All Races,All Ages,High School,"(41.708280193, -71.522470314)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS10,10,1.0
138,138,2002,FL,Florida,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,7.6,,,0.8,6.0,9.2,4239.0,Male,All Races,All Ages,High School,"(28.932040377, -81.928960539)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS09,9,1.0
139,139,2014,OH,Ohio,Tobacco Use – Survey Data,Cessation,Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Male,All Races,All Ages,Middle School,"(40.060210141, -82.404260056)",BEH,105BEH,169QUA,2GEN,8AGE,6RAC,1EDU,YTS05,5,3.0
140,140,2011,HI,Hawaii,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Ever,%,Percentage,4.1,,,1.2,1.8,6.4,659.0,Female,All Races,All Ages,High School,"(21.304850435, -157.857749403)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS11,11,3.0
141,141,2002,NY,New York,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Frequent,%,Percentage,2.2,,,0.7,0.9,3.5,3501.0,Overall,All Races,All Ages,High School,"(42.827001032, -75.543970427)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS12,12,1.0
142,142,2015,MO,Missouri,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Ever,%,Percentage,12.0,,,1.9,8.3,15.7,822.0,Male,All Races,All Ages,Middle School,"(38.635790776, -92.566300053)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS08,8,3.0
143,143,2011,SC,South Carolina,Tobacco Use – Survey Data,Cessation,Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,57.1,,,6.9,43.6,70.6,125.0,Male,All Races,All Ages,High School,"(33.998821303, -81.045371207)",BEH,105BEH,169QUA,2GEN,8AGE,6RAC,2EDU,YTS05,5,3.0
144,144,2006,IL,Illinois,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Ever,%,Percentage,24.0,,,5.1,14.0,34.0,586.0,Female,All Races,All Ages,Middle School,"(40.485010283, -88.997710178)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS08,8,2.0
145,145,2007,VA,Virginia,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Current,%,Percentage,4.6,,,0.9,2.9,6.3,775.0,Female,All Races,All Ages,Middle School,"(37.542680674, -78.457890463)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7,2.0
146,146,2008,LA,Louisiana,Tobacco Use – Survey Data,Cessation,Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,47.5,,,5.4,37.0,58.0,115.0,Male,All Races,All Ages,High School,"(31.312660644, -92.445680071)",BEH,105BEH,169QUA,2GEN,8AGE,6RAC,2EDU,YTS05,5,2.0
147,147,2009,CT,Connecticut,Tobacco Use – Survey Data,Cessation,Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Female,All Races,All Ages,Middle School,"(41.56266102, -72.649840952)",BEH,105BEH,170CES,3GEN,8AGE,6RAC,1EDU,YTS03,3,2.0
148,148,2000,DE,Delaware,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Ever,%,Percentage,19.3,,,1.2,16.9,21.6,1590.0,Male,All Races,All Ages,High School,"(39.008830667, -75.577741168)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS11,11,1.0
149,149,2002,DE,Delaware,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Ever,%,Percentage,22.8,,,2.5,17.9,27.7,1214.0,Male,All Races,All Ages,High School,"(39.008830667, -75.577741168)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS11,11,1.0
150,150,2005,CT,Connecticut,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,7.5,,,1.0,5.5,9.5,1155.0,Female,All Races,All Ages,High School,"(41.56266102, -72.649840952)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS09,9,2.0
151,151,2001,RI,Rhode Island,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Ever,%,Percentage,28.1,,,2.3,23.6,32.5,781.0,Male,All Races,All Ages,Middle School,"(41.708280193, -71.522470314)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS08,8,1.0
152,152,2010,AR,Arkansas,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Ever,%,Percentage,55.8,,,2.2,51.4,60.2,1118.0,Male,All Races,All Ages,High School,"(34.748650124, -92.274490743)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS08,8,2.0
153,153,2009,VA,Virginia,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Ever,%,Percentage,15.3,,,2.5,10.4,20.2,989.0,Female,All Races,All Ages,Middle School,"(37.542680674, -78.457890463)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS08,8,2.0
154,154,2014,AL,Alabama,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Frequent,%,Percentage,1.5,,,0.4,0.8,2.3,1395.0,Overall,All Races,All Ages,Middle School,"(32.840571122, -86.631860762)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS12,12,3.0
155,155,2011,NC,North Carolina,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Current,%,Percentage,2.3,,,0.4,1.5,3.1,2557.0,Female,All Races,All Ages,High School,"(35.466220975, -79.159250463)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS10,10,3.0
156,156,2000,KS,Kansas,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Current,%,Percentage,15.2,,,2.1,11.2,19.3,779.0,Male,All Races,All Ages,High School,"(38.3477403, -98.200781227)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS10,10,1.0
157,157,2006,IN,Indiana,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,11.1,,,1.3,8.5,13.7,1655.0,Male,All Races,All Ages,High School,"(39.766910452, -86.149960194)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS09,9,2.0
158,158,2015,ND,North Dakota,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Ever,%,Percentage,4.6,,,1.2,2.3,6.9,916.0,Female,All Races,All Ages,Middle School,"(47.475319779, -100.118421049)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS11,11,3.0
159,159,2002,IL,Illinois,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Frequent,%,Percentage,0.9,,,0.3,0.3,1.5,775.0,Male,All Races,All Ages,Middle School,"(40.485010283, -88.997710178)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS12,12,1.0
160,160,1999,NC,North Carolina,Tobacco Use – Survey Data,Cessation,Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,42.5,,,2.1,38.3,46.7,898.0,Male,All Races,All Ages,High School,"(35.466220975, -79.159250463)",BEH,105BEH,169QUA,2GEN,8AGE,6RAC,2EDU,YTS05,5,1.0
161,161,2000,CT,Connecticut,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Ever,%,Percentage,61.9,,,3.3,55.4,68.3,1028.0,Female,All Races,All Ages,High School,"(41.56266102, -72.649840952)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS08,8,1.0
162,162,2007,WV,West Virginia,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Frequent,%,Percentage,12.2,,,1.9,8.4,16.0,582.0,Male,All Races,All Ages,High School,"(38.665510202, -80.712640135)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS12,12,2.0
163,163,2002,IA,Iowa,Tobacco Use – Survey Data,Cessation,Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,62.3,,,4.1,54.2,70.3,209.0,Female,All Races,All Ages,High School,"(42.469400913, -93.816490556)",BEH,105BEH,170CES,3GEN,8AGE,6RAC,2EDU,YTS03,3,1.0
164,164,2005,UT,Utah,Tobacco Use – Survey Data,Cessation,Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,57.4,,,7.2,43.4,71.5,105.0,Female,All Races,All Ages,High School,"(39.360700171, -111.587130635)",BEH,105BEH,170CES,3GEN,8AGE,6RAC,2EDU,YTS03,3,2.0
165,165,2002,MA,Massachusetts,Tobacco Use – Survey Data,Cessation,Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Male,All Races,All Ages,Middle School,"(42.27687047, -72.082690675)",BEH,105BEH,169QUA,2GEN,8AGE,6RAC,1EDU,YTS05,5,1.0
166,166,2007,CT,Connecticut,Tobacco Use – Survey Data,Cessation,Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,47.7,,,3.7,40.4,55.0,158.0,Male,All Races,All Ages,High School,"(41.56266102, -72.649840952)",BEH,105BEH,169QUA,2GEN,8AGE,6RAC,2EDU,YTS05,5,2.0
